旅館の名称,住所,プラン名,部屋のタイプ,料理のプラン,価格,取得日,対象日
星降るログハウス,長野県下伊那郡平谷村１４４５－１,【温泉入浴券・朝食付】日本一の星空¨阿智村¨すぐ！ピザ窯・BBQ可能☆,その他,朝のみ,,8.24,8.25
星降るログハウス,長野県下伊那郡平谷村１４４５－１,【温泉入浴券・朝食付】日本一の星空¨阿智村¨すぐ！ピザ窯・BBQ可能☆,その他,朝のみ,,8.24,8.25
星降るログハウス,長野県下伊那郡平谷村１４４５－１,【温泉入浴券・朝食付】日本一の星空¨阿智村¨すぐ！ピザ窯・BBQ可能☆,その他,朝のみ,,8.24,8.25
昼神温泉　ホテルはなや,長野県下伊那郡阿智村智里５３０－１,【はなや旬彩懐石】＜信州牛すき焼き＆手打ちそば＞が人気！星空を眺める24時間無料の「貸切露天風呂」,和室,朝・夕,,8.24,8.25
昼神温泉　ホテルはなや,長野県下伊那郡阿智村智里５３０－１,★阿智村 日本一の星空ツアー★ゴンドラ乗車付・完全予約制【夕食17時限定：はなや旬彩懐石】,和室,朝・夕,,8.24,8.25
昼神温泉　ホテルはなや,長野県下伊那郡阿智村智里５３０－１,【じゃらんスペシャルウィーク】＜信州牛すき焼き＞と＜24時間無料の貸切露天風呂＞が人気！【旬彩懐石】,和室,朝・夕,,8.24,8.25
湯元ホテル阿智川,長野県下伊那郡阿智村智里５０３―１１５,【朝食付】＜夕食なし＞阿智村の星空の後は南信州最大級の奇岩庭園野天風呂と洞窟風呂で美肌の湯を愉しむ,和洋室,朝のみ,,8.24,8.25
湯元ホテル阿智川,長野県下伊那郡阿智村智里５０３―１１５,【朝食付】＜夕食なし＞阿智村の星空の後は南信州最大級の奇岩庭園野天風呂と洞窟風呂で美肌の湯を愉しむ,和室,朝のみ,,8.24,8.25
湯元ホテル阿智川,長野県下伊那郡阿智村智里５０３―１１５,【朝食付】＜夕食なし＞阿智村の星空の後は南信州最大級の奇岩庭園野天風呂と洞窟風呂で美肌の湯を愉しむ,ツイン,朝のみ,,8.24,8.25
昼神グランドホテル天心,長野県下伊那郡阿智村智里３３１―５,※送迎なし※高原で星空観賞☆ヘブンスそのはら・天空の楽園☆ナイトツアープラン,和室,朝・夕,,8.24,8.25
昼神グランドホテル天心,長野県下伊那郡阿智村智里３３１―５,【露天風呂付客室・天満月(あまみづき)】天心最上級のお料理を個室で･･･★特上会席プラン,和室,朝・夕,,8.24,8.25
昼神グランドホテル天心,長野県下伊那郡阿智村智里３３１―５,【露天風呂付客室・心満月(ここみづき)】天心最上級のお料理を個室で･･･★特上会席プラン,ツイン,朝・夕,,8.24,8.25
昼神の棲　玄竹,長野県下伊那郡阿智村智里３３１－８,【二食付☆ナイトツアー】古民家風の棲で楽しむ星見の旅 ☆彡,和洋室,朝・夕,,8.24,8.25
昼神の棲　玄竹,長野県下伊那郡阿智村智里３３１－８,【二食付☆ナイトツアー】古民家風の棲で楽しむ星見の旅 ☆彡,和室,朝・夕,,8.24,8.25
昼神の棲　玄竹,長野県下伊那郡阿智村智里３３１－８,【二食付☆ナイトツアー】古民家風の棲で楽しむ星見の旅 ☆彡,和洋室,朝・夕,,8.24,8.25
旅館いち川,岐阜県恵那市大井町９５－１,【スタンダードプラン】料理長自慢！地元食材を使った旬の会席プラン☆安心の個室食《１泊２食付》,和室,朝・夕,,8.24,8.25
旅館いち川,岐阜県恵那市大井町９５－１,【マクロビオティックプラン】女将のこだわり☆マクロビでヘルシー旅☆安心の個室食♪《１泊２食付》,和室,朝・夕,,8.24,8.25
旅館いち川,岐阜県恵那市大井町９５－１,【ぎふ旅★宿一押し】飛騨牛瓦焼きステーキをご堪能☆ワンドリンクサービス付き♪《１泊２食付》,和室,朝・夕,,8.24,8.25
ホテルルートイン中津川インター,中津川市手賀野３７５－１,★朝食バイキング付プラン★,ツイン,朝のみ,,8.24,8.25
ホテルルートイン中津川インター,中津川市手賀野３７５－１,のんびり11時チェックアウト★追加料金不要★,セミダブル,朝のみ,,8.24,8.25
ホテルルートイン中津川インター,中津川市手賀野３７５－１,★QUOカード500円付き★シングルルーム★,シングル,朝のみ,,8.24,8.25
信州公共の宿　鶴巻荘,長野県下伊那郡阿智村智里３３２－４,①日本一！スタービレッジプラン【1泊2食】 ナイトツアーチケット付！送迎サービス【18:30出発】,和室,朝・夕,,8.24,8.25
信州公共の宿　鶴巻荘,長野県下伊那郡阿智村智里３３２－４,【特別開催】日本一の星空に感動間違いなし☆「星空さんぽ」プラン【19:30出発】≪1泊2食≫,和室,朝・夕,,8.24,8.25
信州公共の宿　鶴巻荘,長野県下伊那郡阿智村智里３３２－４,■翌日チェックアウト12:00　のんびりプラン（1泊2食）,和室,朝・夕,,8.24,8.25
昼神温泉　癒楽（ゆら）の宿　清風苑,長野県下伊那郡阿智村智里338の19,マイカーで行く★浪合パーク★星空鑑賞会参加プラン★夕食は量控えめ★少量会席料理,和室,朝・夕,,8.24,8.25
昼神温泉　癒楽（ゆら）の宿　清風苑,長野県下伊那郡阿智村智里338の19,マイカーで行く★浪合パーク★星空鑑賞会参加プラン★夕食は量控えめ★少量会席料理,和室,朝・夕,,8.24,8.25
信州たかもり温泉　湯ヶ洞,長野県下伊那郡高森町牛牧８３４‐５,マイカーで行く！【天空の楽園  ナイトツアー Season2024】に朝食が付いたお得なプラン,和洋室,朝のみ,,8.24,8.25
信州たかもり温泉　湯ヶ洞,長野県下伊那郡高森町牛牧８３４‐５,マイカーで行く！【天空の楽園  ナイトツアー Season2024】に朝食が付いたお得なプラン,和室,朝のみ,,8.24,8.25
信州たかもり温泉　湯ヶ洞,長野県下伊那郡高森町牛牧８３４‐５,マイカーで行く！【天空の楽園  ナイトツアー Season2024】に朝食が付いたお得なプラン,ツイン,朝のみ,,8.24,8.25
スーパーホテル長野・飯田インター[飯田城の湯],長野県飯田市北方３６５番１,スタンダードプラン◆男女別天然温泉＊駐車場１０１台＊健康朝食無料,その他,朝のみ,,8.24,8.25
スーパーホテル長野・飯田インター[飯田城の湯],長野県飯田市北方３６５番１,日祝限定ホリデープラン◆男女別天然温泉＊駐車場１０１台＊健康朝食無料,セミダブル,朝のみ,,8.24,8.25
スーパーホテル長野・飯田インター[飯田城の湯],長野県飯田市北方３６５番１,【最大４名様】コネクティングプラン◆天然温泉＊駐車場＊朝食無料＊お子様歓迎【じゃらん限定】,その他,朝のみ,,8.24,8.25
天竜峡温泉　～秘境のおやど～龍峡亭,長野県飯田市龍江７４５４,【夕食時間限定】×【星空観賞】≪2食付≫夕食は17:00スタート限定！天竜峡の景色に美肌の湯■,和室,朝・夕,,8.24,8.25
天竜峡温泉　～秘境のおやど～龍峡亭,長野県飯田市龍江７４５４,【夕食時間限定】×【星空観賞】≪2食付≫夕食は17:00スタート限定！天竜峡の景色に美肌の湯■,和室,朝・夕,,8.24,8.25
天竜峡温泉　～秘境のおやど～龍峡亭,長野県飯田市龍江７４５４,【夕食時間限定】×【星空観賞】≪2食付≫夕食は17:00スタート限定！天竜峡の景色に美肌の湯■,和室,朝・夕,,8.24,8.25
石苔亭いしだ,長野県下伊那郡阿智村智里３３２―３,,,,,8.24,8.25
昼神温泉　ユルイの宿　恵山,長野県下伊那郡阿智村智里４０７,,,,,8.24,8.25
野熊の庄　月川,長野県下伊那郡阿智村智里４０９２－７,,,,,8.24,8.25
お宿山翠,長野県下伊那郡阿智村昼神温泉郷,,,,,8.24,8.25
湯多利の里伊那華,長野県下伊那郡阿智村智里503-294,,,,,8.24,8.25
懐石と炉ばたの宿　吉弥,長野県下伊那郡阿智村智里５０３―２,,,,,8.24,8.25
万葉茶寮みさか,長野県下伊那郡阿智村智里４６１－１,,,,,8.24,8.25
飯伊森林組合　昼神荘,長野県下伊那郡阿智村３３８‐２１,,,,,8.24,8.25
昼神温泉　花桃と星見露天の湯宿　阿智の里ひるがみ,長野県下伊那郡阿智村智里５０３‐３７８,,,,,8.24,8.25
阿智 星降りの宿 やま星,長野県下伊那郡阿智村駒場２００７,,,,,8.24,8.25
阿智村昼神温泉　ひるがみの森,長野県下伊那郡阿智村智里５６７－１０,＜スタンダード＞地元料理満喫「スタンダードプラン」,和室,朝・夕,"16,500円",8.24,8.25
阿智村昼神温泉　ひるがみの森,長野県下伊那郡阿智村智里５６７－１０,＜女性グループ限定！＞５大特典付き♪美味旬彩レディースプラン,和室,朝・夕,"23,100円",8.24,8.25
阿智村昼神温泉　ひるがみの森,長野県下伊那郡阿智村智里５６７－１０,【訳あり客室だからお得に宿泊】低価格宿泊プラン,和室,朝・夕,"12,100円",8.24,8.25
星降るログハウス,長野県下伊那郡平谷村１４４５－１,【温泉入浴券・朝食付】日本一の星空¨阿智村¨すぐ！ピザ窯・BBQ可能☆,その他,朝のみ,"6,000円",8.24,8.25
星降るログハウス,長野県下伊那郡平谷村１４４５－１,【温泉入浴券・朝食付】日本一の星空¨阿智村¨すぐ！ピザ窯・BBQ可能☆,その他,朝のみ,"4,000円",8.24,8.25
星降るログハウス,長野県下伊那郡平谷村１４４５－１,【温泉入浴券・朝食付】日本一の星空¨阿智村¨すぐ！ピザ窯・BBQ可能☆,その他,朝のみ,"8,500円",8.24,8.25
昼神温泉　ホテルはなや,長野県下伊那郡阿智村智里５３０－１,【はなや旬彩懐石】＜信州牛すき焼き＆手打ちそば＞が人気！星空を眺める24時間無料の「貸切露天風呂」,和室,朝・夕,"22,000円",8.24,8.25
昼神温泉　ホテルはなや,長野県下伊那郡阿智村智里５３０－１,【じゃらんスペシャルウィーク】＜信州牛すき焼き＞と＜24時間無料の貸切露天風呂＞が人気！【旬彩懐石】,和室,朝・夕,"20,240円",8.24,8.25
昼神温泉　ホテルはなや,長野県下伊那郡阿智村智里５３０－１,★阿智村 日本一の星空ツアー★ゴンドラ乗車券＋バス送迎付【夕食17時限定：はなや旬彩懐石】,和室,朝・夕,"27,100円",8.24,8.25
おとぎ亭　光風,長野県下伊那郡阿智村智里490,【#PremiumNight】×【参加無料】≪2食付≫【5大特典】#雲海玉手箱 #感動星空 #阿智村 #SNS映え,和室,朝・夕,"28,600円",8.24,8.25
おとぎ亭　光風,長野県下伊那郡阿智村智里490,【スタンダード】×【網焼き会席】≪2食付≫☆彡 夕食は地元食材を網焼き♪阿智村の星空と美肌の湯を愉しむ,和室,朝・夕,"32,450円",8.24,8.25
おとぎ亭　光風,長野県下伊那郡阿智村智里490,【#PremiumNight】×【参加無料】≪2食付≫【5大特典】夕食は網焼き会席＃感動星空＃阿智村＃SNS映え,和室,朝・夕,"32,450円",8.24,8.25
湯元ホテル阿智川,長野県下伊那郡阿智村智里５０３―１１５,【朝食付】＜夕食なし＞阿智村の星空の後は南信州最大級の奇岩庭園野天風呂と洞窟風呂で美肌の湯を愉しむ,和洋室,朝のみ,"12,100円",8.24,8.25
湯元ホテル阿智川,長野県下伊那郡阿智村智里５０３―１１５,【朝食付】＜夕食なし＞阿智村の星空の後は南信州最大級の奇岩庭園野天風呂と洞窟風呂で美肌の湯を愉しむ,和室,朝のみ,"13,200円",8.24,8.25
湯元ホテル阿智川,長野県下伊那郡阿智村智里５０３―１１５,【朝食付】＜夕食なし＞阿智村の星空の後は南信州最大級の奇岩庭園野天風呂と洞窟風呂で美肌の湯を愉しむ,和室,朝のみ,"11,000円",8.24,8.25
昼神グランドホテル天心,長野県下伊那郡阿智村智里３３１―５,※送迎なし※高原で星空観賞☆ヘブンスそのはら・天空の楽園☆ナイトツアープラン,和室,朝・夕,"23,600円",8.24,8.25
昼神グランドホテル天心,長野県下伊那郡阿智村智里３３１―５,※送迎なし※高原で星空観賞☆ヘブンスそのはら・天空の楽園☆ナイトツアープラン,和室,朝・夕,"22,400円",8.24,8.25
昼神グランドホテル天心,長野県下伊那郡阿智村智里３３１―５,【露天風呂付客室・心満月(ここみづき)】天心最上級のお料理を個室で･･･★特上会席プラン,ツイン,朝・夕,"45,500円",8.24,8.25
昼神の棲　玄竹,長野県下伊那郡阿智村智里３３１－８,【二食付☆ナイトツアー】古民家風の棲で楽しむ星見の旅 ☆彡,和洋室,朝・夕,"50,800円",8.24,8.25
昼神の棲　玄竹,長野県下伊那郡阿智村智里３３１－８,【二食付☆ナイトツアー】古民家風の棲で楽しむ星見の旅 ☆彡,和洋室,朝・夕,,8.24,8.25
